message,intent
Explique-moi en bref la Guerre d'Indépendance des États-Unis,résumé
Quels sont les événements majeurs de Seconde Guerre mondiale ?,recherche
Explique-moi ce qu'était la Guerre de Crimée,recherche
Je veux un quizz sur la Guerre de la Ligue de Cambrai,quizz
Fais-moi un résumé sur les Guerres napoléoniennes,résumé
Raconte-moi en quelques phrases la Guerre civile sud-soudanaise,résumé
Peux-tu me parler d’un événement marquant de la Guerre civile libérienne ?,recherche
Test mes connaissances sur la Guerre civile angolaise,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Peux-tu me faire un quizz sur la Guerre du Tigré ?,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Fais-moi une synthèse sur la Guerre de Sécession,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
Test mes connaissances sur la Guerre de Bosnie,quizz
Quand a commencé la Guerre du Donbass ?,recherche
Explique-moi la Guerre d'Algérie,recherche
Pose-moi des questions sur la Guerre civile chinoise,quizz
J’aimerais un quiz sur la Guerre de Succession de Pologne,quizz
Explique-moi ce qu'était la Guerre de Bosnie,recherche
Génère un quizz sur la Guerre civile chinoise,quizz
Donne-moi un résumé de la Guerre d'Indépendance des États-Unis,résumé
Quels sont les faits historiques les plus importants de la Guerre civile yéménite ?,recherche
Affiche-moi les réponses du test,quizz_reponses
Raconte-moi une anecdote sur la Guerre d'Algérie,recherche
Raconte-moi en quelques phrases la Guerre du Donbass,résumé
J’aimerais un quiz sur la Guerre d'Irak,quizz
Donne-moi un résumé de Première la Guerre mondiale,résumé
Affiche-moi les réponses du test,quizz_reponses
Donne-moi des informations sur la Guerre civile éthiopienne,recherche
Je veux un quizz sur la Guerre civile chinoise,quizz
Affiche-moi les réponses du test,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
Fais-moi un exposé sur un grand personnage de la Guerre civile centrafricaine,recherche
Fais-moi un résumé sur la Guerre d'Espagne,résumé
Quels sont les faits historiques les plus importants de la Guerre de Corée ?,recherche
J’aimerais un quiz sur la Guerre du Mali,quizz
Fais-moi un résumé sur la Guerre civile sierra-léonaise,résumé
Explique-moi une bataille célèbre liée à la Guerre de 1812,recherche
Raconte-moi en quelques phrases la Guerre de la Ligue de Cambrai,résumé
Quand a eu lieu la Guerre civile syrienne ?,recherche
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Fais-moi un quizz sur la Guerre civile syrienne,quizz
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Parle-moi de la Guerre de Corée,recherche
Que s’est-il passé en la Guerre du Golfe ?,recherche
Affiche-moi les réponses du test,quizz_reponses
Affiche-moi les réponses du test,quizz_reponses
Donne-moi un résumé de la Guerre civile libyenne,résumé
Fais-moi une synthèse sur la Guerre des Boers,résumé
Quels sont les faits marquants de la Guerre de Corée ?,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
Fais-moi une synthèse sur la Guerre de Succession de Pologne,résumé
Explique-moi une bataille célèbre liée à la Guerre civile sud-soudanaise,recherche
Pose-moi des questions sur la Guerre de Succession de Pologne,quizz
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Quels sont les empires ayant existé en la Guerre de la Quadruple-Alliance ?,recherche
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Fais-moi un exposé sur un grand personnage de la Guerre de Sept Ans,recherche
Affiche-moi les réponses du test,quizz_reponses
Quand a eu lieu la Guerre du Haut-Karabagh ?,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Quels sont les personnages célèbres de la Guerre de Succession de Pologne ?,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
Quels sont les événements majeurs de la Guerre du Mali ?,recherche
Fais-moi un résumé sur la Guerre d'Algérie,résumé
J’aimerais un quiz sur les Guerres de la Révolution française,quizz
Raconte-moi en quelques phrases la Guerre civile chinoise,résumé
Explique-moi en bref la Guerre franco-prussienne,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Je veux un quizz sur la Guerre civile sierra-léonaise,quizz
Explique-moi une bataille célèbre liée à la Guerre du Haut-Karabagh,recherche
Pose-moi des questions sur la Guerre du Haut-Karabagh,quizz
Peux-tu me faire un quizz sur la Guerre civile éthiopienne ?,quizz
Explique-moi en bref la Guerre civile mozambicaine,résumé
Test mes connaissances sur la Guerre de Sécession,quizz
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Explique-moi la Guerre civile yéménite,recherche
Je veux une fiche de révision sur la Guerre civile libérienne,résumé
Fais-moi une synthèse sur la Guerre civile yéménite,résumé
J’aimerais voir les réponses du quizz,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Explique-moi en bref la Guerre civile libyenne,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Explique-moi en bref la Guerre du Donbass,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
Explique-moi la Guerre d'Afghanistan,recherche
Fais-moi un quizz sur la Guerre du Vietnam,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
J’aimerais un quiz sur la Guerre de Sept Ans,quizz
Test mes connaissances sur la Guerre de Bosnie,quizz
Fais-moi une synthèse sur la Guerre civile libyenne,résumé
J’aimerais voir les réponses du quizz,quizz_reponses
Explique-moi ce qu'était la Guerre du Haut-Karabagh,recherche
Fais-moi une synthèse sur la Guerre de 1812,résumé
Test mes connaissances sur la Guerre du Darfour,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Quels sont les empires ayant existé en la Guerre civile angolaise ?,recherche
Test mes connaissances sur la Guerre civile mozambicaine,quizz
Peux-tu me faire un quizz sur la Guerre civile mozambicaine ?,quizz
Fais-moi une synthèse sur la Guerre d'Afghanistan,résumé
Raconte-moi en quelques phrases la Guerre civile libérienne,résumé
Fais-moi une synthèse sur la Guerre d'indépendance irlandaise,résumé
Peux-tu me faire un quizz sur la Guerre d'Afghanistan ?,quizz
Fais-moi un résumé sur la Guerre d'indépendance irlandaise,résumé
Fais-moi un résumé sur la Guerre du Tigré,résumé
Quels sont les personnages célèbres de la Guerre civile éthiopienne ?,recherche
Fais-moi un résumé sur Première la Guerre mondiale,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
Je veux une fiche de révision sur la Guerre d'Irak,résumé
Quand a eu lieu la Guerre de la Ligue de Cambrai ?,recherche
Fais-moi un résumé sur la Guerre civile sud-soudanaise,résumé
J’aimerais un quiz sur la Guerre d'indépendance grecque,quizz
Explique-moi en bref la Guerre d'Indépendance des États-Unis,résumé
Raconte-moi une anecdote sur la Guerre de la Ligue d'Augsbourg,recherche
Je veux un quizz sur la Guerre civile centrafricaine,quizz
Explique-moi ce qu'était la Guerre civile chinoise,recherche
Donne-moi des informations sur la Guerre civile éthiopienne,recherche
J’aimerais un quiz sur la Guerre civile chinoise,quizz
Raconte-moi en quelques phrases la Guerre civile chinoise,résumé
Peux-tu me parler d’un événement marquant de la Guerre de Succession d'Espagne ?,recherche
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Génère un quizz sur les Guerres de la Révolution française,quizz
Pose-moi des questions sur la Guerre de Succession d'Espagne,quizz
Test mes connaissances sur la Guerre du Tigré,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
Affiche-moi les réponses du test,quizz_reponses
Génère un quizz sur la Guerre du Kosovo,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
Raconte-moi en quelques phrases les Guerres de la Révolution française,résumé
Peux-tu me faire un quizz sur la Guerre d'Indépendance des États-Unis ?,quizz
Affiche-moi les réponses du test,quizz_reponses
Donne-moi un résumé de la Guerre civile sud-soudanaise,résumé
Peux-tu me faire un quizz sur la Guerre de Succession d'Autriche ?,quizz
Je veux un résumé sur la Guerre de Bosnie,résumé
Quels sont les événements de la Guerre du Tigré ?,recherche
Fais-moi une synthèse sur Seconde Guerre mondiale,résumé
Donne-moi un résumé de la Guerre de Succession de Pologne,résumé
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Quand a commencé la Guerre Iran-Irak ?,recherche
Quand a commencé la Guerre franco-prussienne ?,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Je veux un quizz sur la Guerre du Tigré,quizz
Test mes connaissances sur la Guerre civile sud-soudanaise,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Je veux un résumé sur la Guerre de Succession d'Autriche,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Fais-moi une synthèse sur la Guerre de Bosnie,résumé
J’aimerais voir les réponses du quizz,quizz_reponses
Quels sont les personnages célèbres de la Guerre civile sierra-léonaise ?,recherche
Donne-moi un résumé de la Guerre de Corée,résumé
Explique-moi ce qu'était la Guerre de Corée,recherche
Dis-moi tout ce que tu sais sur la Guerre de Dévolution,recherche
Fais-moi une synthèse sur la Guerre de Succession d'Espagne,résumé
Peux-tu me parler d’un événement marquant de la Guerre du Haut-Karabagh ?,recherche
Que s’est-il passé en la Guerre franco-prussienne ?,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Quels pays étaient impliqués dans la Guerre de Trente Ans ?,recherche
J’aimerais un quiz sur la Guerre de Dévolution,quizz
Fais-moi un résumé sur la Guerre civile éthiopienne,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
Génère un quizz sur la Guerre Iran-Irak,quizz
J’aimerais un quiz sur la Guerre civile yéménite,quizz
Raconte-moi en quelques phrases la Guerre d'Afghanistan,résumé
Explique-moi en bref Seconde Guerre mondiale,résumé
Explique-moi ce qu'était la Guerre de la Quadruple-Alliance,recherche
Parle-moi de la Guerre de Hollande,recherche
Raconte-moi une anecdote sur la Guerre de Corée,recherche
Quels sont les faits marquants de les Guerres napoléoniennes ?,recherche
Donne-moi un résumé de la Guerre de Bosnie,résumé
Fais-moi un quizz sur la Guerre de Succession de Pologne,quizz
Raconte-moi l'histoire de la Guerre civile centrafricaine,recherche
J’aimerais un quiz sur la Guerre de Corée,quizz
Raconte-moi l'histoire de la Guerre de Sécession,recherche
Quels sont les événements de la Guerre du Darfour ?,recherche
Génère un quizz sur la Guerre d'Indépendance des États-Unis,quizz
Donne-moi un résumé de la Guerre de Succession d'Autriche,résumé
Fais-moi une synthèse sur la Guerre du Donbass,résumé
Raconte-moi en quelques phrases la Guerre franco-prussienne,résumé
Génère un quizz sur la Guerre d'Irak,quizz
Je veux une fiche de révision sur la Guerre de Sept Ans,résumé
Explique-moi en bref la Guerre du Darfour,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
Je veux un résumé sur la Guerre du Yom Kippour,résumé
Génère un quizz sur la Guerre d'Irak,quizz
Génère un quizz sur la Guerre d'Algérie,quizz
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Donne-moi un résumé de la Guerre de la Ligue d'Augsbourg,résumé
J’aimerais voir les réponses du quizz,quizz_reponses
Je veux un quizz sur la Guerre d'Afghanistan,quizz
Affiche-moi les réponses du test,quizz_reponses
Explique-moi en bref la Guerre civile éthiopienne,résumé
J’aimerais voir les réponses du quizz,quizz_reponses
Quels sont les événements de la Guerre de Hollande ?,recherche
Quels sont les personnages célèbres de la Guerre du Darfour ?,recherche
Génère un quizz sur Seconde Guerre mondiale,quizz
Pose-moi des questions sur la Guerre de la Quadruple-Alliance,quizz
Je veux un quizz sur la Guerre de Sept Ans,quizz
Que s’est-il passé en la Guerre civile sierra-léonaise ?,recherche
Je veux un quizz sur la Guerre du Darfour,quizz
Quels sont les événements majeurs de la Guerre d'Afghanistan ?,recherche
Test mes connaissances sur la Guerre de 1812,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Explique-moi une bataille célèbre liée à la Guerre du Kosovo,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
Affiche-moi les réponses du test,quizz_reponses
Dis-moi tout ce que tu sais sur la Guerre civile libérienne,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Test mes connaissances sur la Guerre Iran-Irak,quizz
Je veux un résumé sur la Guerre civile mozambicaine,résumé
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Affiche-moi les réponses du test,quizz_reponses
Quels pays étaient impliqués dans la Guerre civile chinoise ?,recherche
Quels sont les événements clés de la Guerre de Dévolution ?,recherche
Quels sont les faits historiques les plus importants de la Guerre d'Espagne ?,recherche
Je veux une fiche de révision sur la Guerre de Bosnie,résumé
Fais-moi un exposé sur un grand personnage de la Guerre de Sept Ans,recherche
Donne-moi un résumé de la Guerre du Kosovo,résumé
J’aimerais voir les réponses du quizz,quizz_reponses
Raconte-moi en quelques phrases la Guerre du Vietnam,résumé
Je veux un résumé sur la Guerre du Mali,résumé
Dis-moi tout ce que tu sais sur les Guerres napoléoniennes,recherche
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Affiche-moi les réponses du test,quizz_reponses
Test mes connaissances sur la Guerre civile russe,quizz
Affiche-moi les réponses du test,quizz_reponses
